Seller Platform,Seller SKU,Manufacture Name,Manufacture Code,Product Title,Description,Packaging,Qty,Category,Subcategory,Product Page URL,Attachement URL,Image URL
Staples,24261281,LUX Pocket Folders,MF-144-SG12-25,"LUX Small Presentation Folders, Two Pockets, 25/Pack, White Gloss, 25/Pack (MF-144-SG12-25)","LUX® Small Folders are perfect for Hotel Welcome Baskets/Wedding Programs/Seminars/Brochures/Sales Materials. Small Presentation Folders in White Gloss with a two pocket design measure 5 3/4"" x 8 3/4"" and are constructed the same way as larger folders, only smaller. Use Small Presentation Folders for holding 5 1/2"" x 8 1/2"" or smaller pamphlets, stepped inserts and more. The two interior pockets measure 3"" in height and the right pocket features card slits to securely hold and display standard size business cards (3 1/2"" x 2""). This folder is created from durable 12pt. cover stock in a bright white color, with an ultra smooth and high-shine glossy finish. The square corners of this small size presentation folder were expertly die-cut for a clean, professional look.Color: Bright White Gloss is a bright white color, with an ultra smooth and high-shine glossy finish on durable 12pt cover stockMade from: 12pt. Cover StockDimensions: 5.75"" W x 8.75"" LFeatures: Two Interior Pockets, 1 Card SlitPack of 25 FoldersUses: Key Cards, Gift Cards, Business Cards, Sales Materials, Brochures, Schedules, Programs, Handouts and more.PrintableTwo Pockets, Business Card Slots# of Pockets2 Pocket Color FamilyWhite FastenersNo Fasteners Folder FinishSmooth Folder MaterialPaper Stock Folder Pack Size20 to 29 Height in Inches8.75 Pack Qty25 Paper SizeOther Paper Weight in Pounds100 Pocket Folder TypePresentation Pocket Height (Inches)3 Series or CollectionLUX Small Presentation Folders True ColorWhite Gloss Width in Inches5.75",Pack,25,Folders & Filing,Pocket Folders,https://www.staples.com/lux-small-presentation-folders-two-pockets-25-pack-white-gloss-mf-144-sg12-25/product_24261281,,https://www.staples-3p.com/s7/is/image/Staples/sp12274903_sc7
Staples,464718,Smead File Pockets & Jackets,76540,"Smead File Jacket, Reinforced Tab, 1-1/2"" Expansion, Legal Size, Manila, 50/Box (76540)","Protect employee records, medical charts and other documents by using these manila file jackets. Featuring full-height sides, these file jackets prevent papers from slipping out, while the 1.5-inch expansion offers plenty of space for large bulk document sets. These Smead legal-size 1.5-inch-expansion file jackets have straight-cut reinforced tabs for enhanced sturdiness and durability, making them ideal for repeated filing.Made of 11 pt. manila paper stockReinforced tab provides extra strength at point of greatest wearHolds legal-size documentsFile jacket has straight-cut tab that can withstand frequent useContains 10% recycled content50 jackets per boxContain files easily by using this box of 50 Smead legal-size 1.5-inch-expansion manila reinforced-tab file jackets.Color FamilyManila Depth in Inches6.0625 FashionNo Folder DurabilityStandard Folder Expansion (inches)1 1/2"" Folder MaterialPaper Stock Folder Pack Size50 to 74 Height in Inches10.4375 Jacket or Pocket TypeFile Jacket Length in Inches0 Pack Qty50 Paper SizeLegal Paper Stock Thickness in Points11 Post Consumer Recycled Content10% RecycledYes ReinforcedReinforced Tab PositionTop Total Recycled Content10% True ColorManila Width in Inches15.375",Box,50,Folders & Filing,File Pockets & Jackets,https://www.staples.com/Smead-File-Jacket-Reinforced-Tab-1-1-2-Expansion-Legal-Size-Manila-50-Box-76540/product_464718,,"https://www.staples-3p.com/s7/is/image/Staples/sp41687108_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp41687109_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp41687110_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp41687111_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp41687112_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp41687113_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp41687114_sc7,https://www.staples-3p.com/s7/is/image/Staples/m004895084_sc7"
Staples,24525800,Barker Creek File Folders,126,"Barker Creek Kai Ola - Sea Turtles Get Organized Set, 3-Tab, Letter Size, Assorted, 107/Set (126)","Barker Creek's Kai Ola Sea Turtles Get Organized Office Set will help you stay on task! Included in this popular set are 12 letter-sized fashion file folders, 45 self-adhesive labels/name badges, and 50 sheets of coordinating computer paper. All of the designs feature beautiful vibrant sea life including starfish, sea turtles, jellyfish, and tropical fish! The file folders are 1/3 cut and are printed on durable 12-point stock. The self-adhesive labels measure 3 1/2” x 2 3/4” and the coordinating computer paper measures 8 1/2” x 11”. All this style and functionality for a very affordable price! Say goodbye to boring old office supplies and hello to fun and fashion! Coordinating products available: Search Barker Creek Kai Ola.Perfect for office, home, and school use.Set includes 12 fashion file folders, 45 coordinating self-adhesive labels, and 50 sheets of coordinating computer paper.File folders are letter-sized, reversible, and 1/3 cut.Self-Adhesive labels can also be used as name badges.Paper can be used to create custom awards and certificates, announcements, and more.Coordinating products available: Search Barker Creek Kai OlaColor FamilyMulticolor FashionYes Folder DurabilityStandard Folder Expansion (inches)1"" Folder MaterialCardstock Paper SizeLetter Series or CollectionKai Ola - Sea Turtles Tab OrientationAssorted Tab PositionTop Tabs3-Tab",Set,107,Folders & Filing,File Folders,https://www.staples.com/barker-creek-kai-ola-sea-turtles-get-organized-set-3-tab-letter-size-assorted-107-set-126/product_24525800,,"https://www.staples-3p.com/s7/is/image/Staples/sp165802831_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp165802840_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp165802842_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp165802843_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp165802844_sc7"
Staples,2856375,Paper Mate Pens,SAN2023006,"Paper Mate® InkJoy® Gel Pens, Medium Point, Dark Blue Ink, Dozen (SAN2023006)","Vibrant gel pens with fast-drying ink, brilliant colors and a comfort grip.Ink dries fast (in less time than it took you to read this!) for reduced smearingSmooth gel ink in Pure Blue Joy keeps the fun flowing, so writing is never a drag0.7mm medium point spreads ink beautifully and is protected by a colorful capErgonomic comfort grip wraps the entire gel penPack of 12 gel pensBarrel MaterialPlastic ErasableNo GripGrip Ink ColorBlue Pen Barrel ColorBlue Pen Pack SizeDozen Pen Point Size0.7mm Pen TypeGel Point TypeMedium RetractableNo Series or CollectionInkJoy",,Dozen,Writing Supplies & Instruments,Pens,https://www.staples.com/paper-mate-inkjoy-gel-pens-medium-point-0-7mm-dark-blue-capped-12-count-san2023006/product_2856375,,"https://www.staples-3p.com/s7/is/image/Staples/sp22758428_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp22758405_sc7"
Staples,567886,Scotch Clear Tape,600K-C60,"Scotch® Transparent Tape, 3/4"" x 27.77 yds., 12 Rolls (600KC60)","When you have a million and one things to do, there's one tape to get Scotch® Transparent Tape. It's clearly strong holds things together in an instant; keeps things together for a long time. Clearly multi purpose ideal for all the jobs you need to get done. And clearly...clear using 3M adhesive technology, it goes on transparently and won't yellow with age. Scotch® Transparent Tape Refills fit into all standard dispensers, glide off the roll smoothly, and cut easily without wasted tape. Whatever you need to get done, wherever you are home, work or school Scotch® Transparent Tape Refill Rolls are clearly ready to go to work.Classic glossy-finishIdeal for multi-purpose sealing and label protectionInstant adhesion, excellent holding powerCrystal clearIdeal on shiny surfacesPulls off the roll smoothly and cuts easilyStrong, secure, won’t yellow with agePhoto safeGreat for basic taping jobs around the house3/4 in. x 1000 in., 1 Roll, 1 in. coreMakes a great complement to decorative gift-wrapping paperEasy-to-apply design that doesn't dry out or yellowScotch® Transparent Tape is the classic, glossy finish tapeCore Diameter (Inches)1 Next Day DeliveryYes RemovableNon-Removable Series or CollectionScotch Transparent Tape Tape Length (yds.)27.77 Tape Pack Size11-20 Tape TypeTransparent Tape Width  Inches0.75 True ColorGlossy Writable or NonwritableNo",Pack,12,"Tape, Fasteners & Adhesives",Clear Tape,https://www.staples.com/Scotch-Transparent-Tape-600-with-C-60-Desktop-Tape-Dispenser-3-4-x-1000-1-Core-12-Pack/product_567886,,"https://www.staples-3p.com/s7/is/image/Staples/FB130502-2AD1-4D93-B3C15F147D464BD9_sc7,https://www.staples-3p.com/s7/is/image/Staples/073B7685-5332-4974-A5562AAC7E97B615_sc7,https://www.staples-3p.com/s7/is/image/Staples/D10DD562-4129-435A-8938D2C3B75DC2E2_sc7,https://www.staples-3p.com/s7/is/image/Staples/87EE86AB-455B-4F34-8B80A1DC970E8892_sc7,https://www.staples-3p.com/s7/is/image/Staples/264D8067-8CB3-4F4A-BBB381F2E993B2AD_sc7,https://www.staples-3p.com/s7/is/image/Staples/F8483885-17E7-4FD1-89890256B8B9C5C5_sc7,https://www.staples-3p.com/s7/is/image/Staples/11274C87-2AD8-4FDD-BF5DFB062F0A6874_sc7"
Staples,ACC71504,ACCO Clips & Fasteners,ACC71504,"ACCO Solid Brass Fasteners, 1"" Shank, Brass, 100/Box (71504)","Bundle documents with these brass fasteners. The smooth, round faces offer a professional look, while the pointed ends puncture paper without the need for a hole punch. These ACCO fasteners come in a 100-count box, making it easy to keep your desk stocked.High-quality round head fasteners are quick and easy to useWidth: 0.38""1"" ShankFasteners in a golden finish; brass for durability100 per boxSmooth finish helps prevent tears and ripsEach fastener is made with a corrosion-resistant coatingSecure documents together with these ACCO 1-inch brass fasteners.Clip & Fastener Pack Size100 to 149 Clip & Fastener TypeRound Head Fastener Clip Capacity (Inches)0.38 Color FamilyGold Depth in Inches1 Item MaterialBrass Series or CollectionSolid Brass True ColorGold Width in Inches0.38",Box,100,Office Basics,Clips & Fasteners,https://www.staples.com/Acco-Brass-Fasteners-1-Capacity/product_ACC71504,,https://www.staples-3p.com/s7/is/image/Staples/sp41687063_sc7
Staples,24366627,Command Hooks & Hanging Strips,FC13-BN-2ES,"Command™ Large Forever Classic Metal Hook, Brushed Nickel, 2 Hooks, 4 Strips/Pack (FC13-BN-2ES)","Command™ Metal Hooks are available in a variety of styles and finishes to match your decor. They also come in a variety of sizes and hold a surprising amount of weight - up to five pounds!INCLUDES - 2 large hooks and 4 adhesive strips; 1 large hook holds 5 lbsDECORATE DAMAGE-FREE - Say goodbye to holes, marks, or sticky residue on your walls, doors, cabinets, or closets; Command Metal Hooks by 3M are easy to use and help keep your walls looking beautifulNO TOOLS REQUIRED - Hang hats, bags, dog leashes, scarves, and accessories where you want without nails or a hammerSTRONG AND VERSATILE - Command Metal Hooks with water-resistant adhesive hold strongly on a variety of indoor or outdoor surfaces including painted walls, finished wood, glass, tile, metal, vinyl siding and other smooth surfacesREMOVES CLEANLY - Redecorate when inspiration strikes; These wall hooks leave no sticky adhesive behind; Perfect to use in your college dorm, apartment, home, and officeCommand™ Damage-Free Hanging, Holds Strongly, Removes Cleanly.Color FamilyMetallic Hook & Strip Capacity in Pounds5 Hook & Strip Pack Size2/Pack Hook & Strip SizeLarge Hook & Strip TypeMetal Hook Next Day DeliveryYes",Pack,2,"Tape, Fasteners & Adhesives",Hooks & Hanging Strips,https://www.staples.com/command-large-forever-classic-brushed-nickel-metal-hook-2-hooks-4-strips-pack-fc13-bn-2es/product_24366627,,"https://www.staples-3p.com/s7/is/image/Staples/sp29956673_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp29956651_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp29956652_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp29956653_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp29956654_sc7"
Staples,394029,Monteverde Pens,MV73522,"Monteverde® Touch Screen Stylus Tool Ballpoint Pen W/2 Black and 2 Blue Refills, Black","Monteverde® One touch stylus tool ballpoint pen in black color with 2 black refills and 2 blue refills has flathead screwdrivers and is loaded with state of the art liquid ink. Pen gives user more control to write and drag on touch screen devices.Barrel color: BlackIncludes 2 black and 2 blue refillsIn a fast paced world, having the right tools at hand is crucial, and the Montverde one touch tool pen brings 9 tools in one premium quality writing instrument!Heavy weight, 6-sided barrel houses our smooth writing soft-roll ballpoint at one end and an ultra sensitive touch screen stylus at the otherUnder the stylus top are Phillips and flat head screwdrivers, while on the barrel are a built in level, ruler and 3 different scale functionschiseled spring clip will hold the one touch tool pen securely in your pocket, ready to handle more jobs than any other penMonteverde® One touch stylus tool ballpoint pen in black color with 2 black refills and 2 blue refills comes with a built-in level, ruler and three different scales and has chrome plating.ErasableNo GripGrip Ink ColorBlack Pen Barrel ColorBlack Pen Pack Size5 Pack Pen Point SizeMedium Pen TypeBallpoint Point TypeMedium RetractableNo Series or CollectionOne touch stylus tool Stylus CompatibilityUniversal",Bundle,5,Writing Supplies & Instruments,Pens,https://www.staples.com/Monteverde-Touch-Screen-Stylus-Tool-Ballpoint-Pen-W-2-Black-and-2-Blue-Refills-Black/product_394029,,https://www.staples-3p.com/s7/is/image/Staples/m000170347_sc7
Staples,1722099,Pilot Pens,58410-PK12,"Pilot G2 Premium Retractable Gel Roller Pens, Bold Point, Red, 12/Pack (58410-PK12)","Pen features a Dynamic Gel Ink Formula. Its water resistant, smear-proof ink assures exceedingly smooth skip-free writing every time. A contoured rubber grip conforms to your writing grasp providing maximum comfort.Workhorse retractable gel pen with comfortable, contoured rubber gripInk is smear-proof and water-resistantDelivers smooth, skip-free writingRedPoint size: boldBarrel MaterialPlastic ErasableNo GripGrip Ink ColorRed Pen Barrel ColorClear Pen Pack SizeDozen Pen Point Size1.0mm Pen TypeGel Point TypeBold RefillableYes RetractableYes Series or CollectionG2",Pack,12,Writing Supplies & Instruments,Pens,https://www.staples.com/Pilot-G-2-Retractable-Gel-Roller-Pen-Bold-Red-12-Pack-58410-PK12/product_1722099,,https://www.staples-3p.com/s7/is/image/Staples/m002543228_sc7
Staples,273352,CLN Staple Removers,CHL80850,"Charles Leonard Flat Staple Remover, 12/Bundle (CHL80850)",Charles Leonard Flat staple remover has a wand like design and built in magnets to collect removed staples. Staple remover allows quick removal of staple from a material without causing damage.Features a wand like design and removes staples without tearing paper and safely hold staplesStaple removerSold as 12 staple removers per bundleCharles Leonard Flat staple remover is perfect to remove staples without getting hurt or tearing paper.Color FamilyPurple Depth in Inches0.5 Height in Inches7 MaterialPlastic Staple Remover TypeScoop True ColorPurple Weight (lbs.)1 Width in Inches2,Bundle,12,Office Basics,Staple Removers,https://www.staples.com/Charles-Leonard-Flat-Staple-Remover/product_273352,,"https://www.staples-3p.com/s7/is/image/Staples/m007112955_sc7,https://www.staples-3p.com/s7/is/image/Staples/m007112956_sc7"
Staples,24449087,Scotch Masking Tape,2020+36AP,"Scotch® Heavy Duty 1.41"" x 60.1 yds. Masking Tape, Orange (2020+-36AP)","Designed for interior or exterior job site paint masking applications on non damageable surfaces. Use on vinyl, carpet, metal, and plastic. Scotch Heavy Duty Masking Tape is recommended for use with or on lacquer coatings. This tape holds to surfaces for up to three days and then removes easily without leaving any sticky residue behind.Designed for use on vinyl, carpet, metal, and plastic3-day clean removal leaving behind no damage or sticky residueStrong adhesiveRecommended for use with or on lacquer coatingsBonds aggressively, yet has a smooth unwindSize: 1.41 in. x 60.1 yd.Pack Size: 1 Roll/PackTape Application Tips: For great paint results make sure the surface is clean, dry and dust-free so that the tape sticks properly. Next, apply the tape onto the surface while pressing down firmly as you go. And lastly, let the tape set for about 30 to 60 minutes before painting.Tape Removal Tips: Wait until the paint is dry to the touch before removing the tape. Lift the tape up by slowly pulling it back on itself, then removing at a 45-degree angle.Scotch Heavy Duty Masking Tape features a high visibility orange color with a thick, robust backing.Color FamilyOrange Length (yds.)60.1 Masking & Painter Tape Length (yards)60.1 Masking & Painter Tape Pack Size1-5 Masking & Painter Tape TypeMasking Masking & Painter Tape Width (Inches)1 1/2 Pack Qty1 Series or CollectionHeavy Duty Tape DurabilityHeavy Duty True ColorOrange Width in Inches1.41",,Roll,"Tape, Fasteners & Adhesives",Masking Tape,https://www.staples.com/scotch-contractor-grade-1-41-x-60-1-yd-heavy-duty-masking-tape-2020-36ap/product_24449087,,"https://www.staples-3p.com/s7/is/image/Staples/sp95368956_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771300_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771301_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771302_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771303_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771304_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771305_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp111771331_sc7"
Staples,24310495,Marvy Uchida Pens,6544970A,"Marvy Uchida Gel Pens, 0.7 mm, Silver, 2/Pack (6544970a)","Marvy Uchida Gel Pens will help you take your note taking to a whole new level! These pens have a 0.7mm ultra fine tip that will allow you to effortlessly glide across the pages without skipping or dragging. Our gel pens use a gel-based ink, combining the long lasting essence of oil based ballpoint ink with the smooth glide of water based ink. Perfect to organize, color coordinate, and revamp your notes!Color: SilverSize: 0.7 mmQuantity: 2 per packOur gel pens use smudge resistant, non-toxic ink and feature a rubber grip with a secure capThese pens are perfect for note taking, invitations, cards, letters, projects, and more, at home, school, or the office!Marvy Uchida® Silver Gel Pens have lasting, colorful ink that helps you creatively add superior designs and drawings to your art projects and doodles.Barrel MaterialPlastic ErasableNo GripGrip Ink ColorGray/Silver Pen Barrel ColorAssorted Pen Pack Size2 Pack Pen Point Size0.7mm Pen TypeGel Point TypeUltra Fine RetractableNo",Pack,2,Writing Supplies & Instruments,Pens,https://www.staples.com/jam-paper-le-pens-ultra-fine-point-pink-2-pack-7655883a/product_24310495,,"https://www.staples-3p.com/s7/is/image/Staples/sp165566940_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp165566941_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp22225843_sc7"
Staples,1265772,uni-ball Pens,1783959,"uni-ball 207 Gel-Ink Pen Refill, Micro Point Tip, Black Ink, 2/Pack (1783959)","Restore pen performance with this gel pen refill. The black ink is ideal for signing important documents, while the micro-point tip provides enhanced accuracy while writing. This uni-ball 207 black gel pen refill is compatible with Premier, Gel RT, and Impact RT pens.Gel ink pen refill; comes in black0.5mm micro-point tip delivers crisp, precise linesTwo per packCompatible with 207 LTD, 207 Premier, Impact RT, and Gel RTKeep your pen writing like new by using this uni-ball 207 black gel pen refill.ErasableNo Ink ColorBlack Pen Pack Size2 Pack Pen Point Size0.5mm Pen TypeRefill Point TypeMicro Point Refill TypeGel-Ink RetractableNo Series or Collection207",,Each,Writing Supplies & Instruments,Pens,https://www.staples.com/Sanford-Uni-Ball-207-Rollerball-Gel-Pen-Refill-Micro-Point-Black-Ink-2-Pack-1783959/product_1265772,,"https://www.staples-3p.com/s7/is/image/Staples/sp83404171_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp83404172_sc7"
Staples,24380513,TRU RED Scissors,TR55033,"TRU RED™ 8"" Stainless Steel Scissors, Bent Handle (TR55033)","Precision cuts call for precision tools. The TRU RED™ 8-inch scissors deliver time after time. The bent handle design is ideal for detailed cuts through paper or other flat surfaces, giving you a crisp cut with every cut. Stainless steel blades keep sharp and clean easily, making them as useful at the art table as the business table.8"" scissors for functional, everyday useErgonomic handle for added comfortDesigned for right handed useStainless Steel finish allows for added durabilityBent shape is good for use on surfacesBlack handleFeaturing a bent handle, these TRU RED™ 8-inch stainless steel scissors help paper stay flat, so you can create clean, precise edges with every cut.Blade Length (Inches)3.582 Color FamilyBlack Hand OrientationRight Handed Handle ShapeBent Next Day DeliveryYes Overall Length (Inches)8 Pack Size1 Scissor Blade CoatingStainless Steel Scissor Blade MaterialStainless Steel Scissor Tip TypePointed Scissor TypeStandard Scissors Series or CollectionErgonomic True ColorBlack Type of BladeStandard",,Each,Office Basics,Scissors,https://www.staples.com/tru-red-8-stainless-steel-scissors-bent-handle-tr55033/product_24380513,,"https://www.staples-3p.com/s7/is/image/Staples/s1147673_sc7,https://www.staples-3p.com/s7/is/image/Staples/s1147659_sc7"
Staples,612918,Pentel Pens,BK440-B,"Pentel WOW! Retractable Ballpoint Pens, Medium Point, Red Ink, Dozen (BK440-B)","Write grade homework or edit documents with these retractable red ballpoint pens. With a triangular barrel construction, these pens resist rolling off desks, tables, and other hard surfaces. These Pentel WOW! medium ballpoint pens feature red ink color, making them ideal for easily readable text that lets important notes stand out, while the latex-free grip provides a comfortable writing experience.Retractable ballpoint pens for ease of useRed ink for bright and clear writing1.0mm medium tipRed barrelOne dozen pens per packComfort grip for superior controlFeatures a pocket clip for convenient carryingErgonomic triangular shape<a href=""http://sds.staples.com/msds/StaplesMSDS_Exempt.pdf"" target=""_blank"">Safety Data Sheet</a>Get a high-quality writing experience with this 12-pack of Pentel WOW! medium 1mm retractable red ballpoint pens.Barrel MaterialPlastic ErasableNo GripGrip Ink ColorRed Next Day DeliveryYes Pen Barrel ColorRed Pen Pack SizeDozen Pen Point Size1.0mm Pen TypeBallpoint Point TypeMedium RetractableYes Series or CollectionWOW!",,Dozen,Writing Supplies & Instruments,Pens,https://www.staples.com/Pentel-WOW-Retractable-Ballpoint-Pen-1-mm-Medium-Red-Dozen/product_612918,,"https://www.staples-3p.com/s7/is/image/Staples/sp40313904_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp40313861_sc7"
Staples,2724465,Pilot Pens,PIL84095,"Pilot G2 Retractable Gel Pens, Bold Point, Black Ink, 36/Pack (84095)","Create artwork, write essays, and work on other writing projects by using these premium rolling ball pens. With a retractable design, these pens prevent unintentional marks on documents and clothing. These Pilot G2 black gel-ink pens feature 1.0mm bold-point tips, so you can deliver striking, noticeable lines, and the tub container holds all 36 pens for easy access.Retractable gel pens for everyday writing tasksBlack ink has a rich color for excellent readabilityBold 1.0mm point provides easy readabilityClear barrelPack contains 36 pensComfort grip for superior controlFeatures a pocket clip for convenient carryingRefillable ink allows pens to be reused instead of being replaced to save moneyAcid-free ink for archival qualityStock up the office, home, or classroom supply with this 36-pack of Pilot G2 1.0mm bold-point premium retractable black gel-ink rolling ball pens.Barrel MaterialPlastic ErasableNo GripGrip Ink ColorBlack Next Day DeliveryYes Pen Barrel ColorClear Pen Pack Size36 Pack Pen Point Size1.0mm Pen TypeGel Point TypeBold RefillableYes RetractableYes Series or CollectionG2",Pack,36,Writing Supplies & Instruments,Pens,https://www.staples.com/pilot-g2-premium-retractable-gel-ink-pen-tub-display-with-lid-bold-point-black-ink-36-piece/product_2724465,,"https://www.staples-3p.com/s7/is/image/Staples/sp130855858_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp130856204_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp130855909_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp130856284_sc7"
Staples,615725,Paper Mate Pens,74423,"Paper Mate Flair Felt Pen, Medium Point, Assorted Ink, Dozen (74423)","Add color to your calendar and all your general writing tasks with ease with these Paper Mate medium-point pens in assorted colors. The metal-reinforced felt tip delivers smooth, thick lines using long-lasting, water-based ink that dries quickly to resist smudges. These felt pens feature a plastic construction that matches the ink color and a secure cap with a pocket clip to prevent dry out.Felt tip draws vivid and expressive linesAssorted ink colors for a variety of tasks0.7mm medium tipAssorted color barrelsOne dozen pens per packFeatures a pocket clip for convenient carryingAcid-free ink for archival qualityPackaging may varyMake solid strokes in vibrant colors with this 12-pack of Flair medium-point felt pens in assorted Tropical Vacation colors.Barrel MaterialPlastic ErasableNo Ink ColorAssorted Next Day DeliveryYes Pen Barrel ColorAssorted Pen Pack SizeDozen Pen Point Size0.7mm Pen TypeFelt Point TypeMedium RetractableNo Series or CollectionFlair",Pack,12,Writing Supplies & Instruments,Pens,https://www.staples.com/Paper-Mate-Flair-Felt-Tip-Pens-Medium-Point-Assorted-12-pk-74423/product_615725,,"https://www.staples-3p.com/s7/is/image/Staples/98C1DFBD-AFCE-488D-B080922050338AA7_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466748_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466749_sc7,https://www.staples-3p.com/s7/is/image/Staples/440825D6-FBC0-4788-A04491C8A39747BD_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466751_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466752_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466753_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466755_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp161466756_sc7"
Staples,2130435,Lineco Glue & Glue Sticks,10203-PK4,Lineco Neutral Ph Adhesive 4 Oz. [Pack Of 4] (4PK-901-1007),"This adhesive has a modified dextrine base which is reactivated or removed with water. It possesses excellent ""lay flat"" qualities and is excellent for paper repairs as well as for use in making special boxes, envelopes, or any use where a strong reversible adhesive is required. Apply generously to areas to be adhered and remove any excess with a damp cloth.Reactivated or removed with waterExcellent lay-flat qualitiesGreat for paper repairsGreat for making special craftssize: 4 oz.Adhesive TypePermanent Capacity (oz.)4 Glue TypeCraft Glue Pack Size100 True ColorClear",Pack,4,"Tape, Fasteners & Adhesives",Glue & Glue Sticks,https://www.staples.com/Lineco-Neutral-Ph-Adhesive-4-Oz-Pack-Of-4-4PK-901-1007/product_2130435,,https://www.staples-3p.com/s7/is/image/Staples/m004538807_sc7
Staples,2402448,Lamy Pens,14007,Lamy Ink Cartridge Refill T-10 Blue Refill (14007),"Dimensions: 2 11/16""Blue Ink Cartridge RefillFountainSold IndividuallyErasableNo Ink ColorBlue Pen Pack Size1 Pen Point Size0.5mm Pen TypeRefill Point TypeFine Refill TypeFountain Cartridges Series or CollectionLamy",,Each,Writing Supplies & Instruments,Pens,https://www.staples.com/lamy-ink-cartridge-refill-t-10-blue-refill-14007/product_2402448,,https://www.staples-3p.com/s7/is/image/Staples/m002699109_sc7
Staples,1433924,JAM Paper Accordion Folders,419EX13SM,"JAM Paper® 13 Pocket Plastic Expanding File, Accordion Folders, Legal Size, 10 x 15, Smoke Grey, Sold Individually (419EX13SM)","From important documents, memos, receipts, deposit slips and more, these JAM Paper® Legal Size Plastic 13 Pocket Expanding Files are just what you need to get and stay organized. These files are durable, versatile and roomy. They are made of sturdy, smooth plastic so they are scratch resistant and will protect all of your important papers from the elements. The secure, elastic closure also helps on the protection front but also offers easy access to whatever is inside. This file is a smoke grey color so it is appealing to anyone and can be used in any setting or situation. It also boasts 13--yes, 13--different expanding pockets, so you can store a variety of different papers and materials inside. Whether its for the office or at home, this file will be a life saver for anyone who is looking to be more put together. They measure a legal size, so they are 10 x 15 inches and are perfect for all those awkwardly large papers. These are sold individually.Folder/paper size: 10"" x 15"" legalMaterial: PlasticFinish: GridUse these versatile tools for everything from organizing your files, to keeping your receipts in one place, to getting your coupons in orderPerfect for keeping important documents and belongings organized at home or at the officeAlso includes string closure, keeping your belongings secureJam® 13 Legal sized pocket accordion folder in smoke gray color is designed to organize all-important documents and has sleek finish.Color FamilyGray/Silver FashionNo File Closure TypeElastic Closure File TypeAccordion File Folder DurabilityStandard Folder MaterialPlastic Pack Qty1 Paper SizeLegal ReinforcedNon-Reinforced True ColorSmoke Grey",,Each,Folders & Filing,Accordion Folders,https://www.staples.com/JAM-Paper-13-Pocket-Expanding-File-Legal-Size-10-x-15-Smoke-Grey-Sold-Individually-419EX13SM/product_1433924,,"https://www.staples-3p.com/s7/is/image/Staples/sp56792523_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp56792526_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp56792527_sc7,https://www.staples-3p.com/s7/is/image/Staples/sp59510395_sc7"
